CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location,closure_action
50075872,ABDULLAH SWEETS & RESTAURANT,Queens,73-06,37 AVENUE,11372,7184069457,Bangladeshi,07/31/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,100,,,05/29/2026,Cycle Inspection / Initial Inspection,40.74886734659,-73.89252053816,403,25,028900,4029796,4012847501,QN28,POINT (-73.892520538155 40.748867346592),closed
50065822,SEIS VECINOS RESTAURANT,Bronx,640,PROSPECT AVENUE,10455,7186848604,Spanish,05/18/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,102,,,05/29/2026,Cycle Inspection / Initial Inspection,40.81522047822,-73.90339566321,202,17,008300,2005121,2026860001,BX33,POINT (-73.903395663208 40.815220478224),closed
50113195,GREAT WALL,Manhattan,800,WEST  181 STREET,10033,2127959373,Chinese,10/07/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,69,,,05/29/2026,Cycle Inspection / Initial Inspection,40.85093444575,-73.93843125019,112,10,026500,1064298,1021770100,MN36,POINT (-73.938431250191 40.850934445748),closed
50168390,SU & GAO,Brooklyn,4824,8 AVENUE,11220,7182495832,Chinese,02/26/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,28-06,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,120,,,05/29/2026,Pre-permit (Operational) / Initial Inspection,40.64205269749,-74.00273851934,307,43,010800,3012776,3007770044,BK34,POINT (-74.002738519342 40.642052697486),closed
50065822,SEIS VECINOS RESTAURANT,Bronx,640,PROSPECT AVENUE,10455,7186848604,Spanish,05/21/2026,Establishment re-closed by DOHMH.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,21,,,05/29/2026,Cycle Inspection / Reopening Inspection,40.81522047822,-73.90339566321,202,17,008300,2005121,2026860001,BX33,POINT (-73.903395663208 40.815220478224),re_closed
50051545,TSURU TON TAN,Manhattan,21,EAST   16 STREET,10003,2129891000,Japanese,04/03/2023,Establishment re-opened by DOHMH.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,10,C,04/03/2023,05/29/2026,Cycle Inspection / Reopening Inspection,40.73709572095,-73.99209022371,105,02,005200,1078701,1008440017,MN13,POINT (-73.992090223712 40.737095720951),re_opened
50108645,LAS MARGARITAS EXPRESS,Brooklyn,7302,3 AVENUE,11209,3477516771,Mexican,04/07/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches in facility's food or non-food area.,Critical,75,,,05/29/2026,Cycle Inspection / Re-inspection,40.63271996546,-74.02728767633,310,47,006600,3147817,3059170038,BK31,POINT (-74.027287676331 40.632719965457),closed
50128245,LA PIZZA ITALIA,Manhattan,201,AVENUE A,10009,9173883987,Pizza,09/28/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,80,,,05/29/2026,Cycle Inspection / Initial Inspection,40.72937067242,-73.98112265791,103,02,003400,1005997,1004400035,MN22,POINT (-73.981122657914 40.729370672416),closed
50055649,JAMAICA BREEZE RESTAURANT,Queens,21-36,MOTT AVENUE,11691,7184716030,Caribbean,07/19/2024,Establishment re-opened by DOHMH.,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,7,P,07/19/2024,05/29/2026,Cycle Inspection / Reopening Inspection,40.60508940529,-73.75468188661,414,31,103201,4297858,4155280041,QN15,POINT (-73.754681886608 40.605089405291),re_opened
50119210,THONGLOR NEW YORK,Manhattan,789,9 AVENUE,10019,2125615692,Thai,08/14/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,77,,,05/29/2026,Cycle Inspection / Re-inspection,40.76504798895,-73.98781626731,104,03,013300,1026749,1010620033,MN15,POINT (-73.987816267307 40.765047988952),closed
50165754,SARKUS JAPAN,Queens,31-54,STEINWAY STREET,11103,6466373383,Japanese,08/26/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,72,,,05/29/2026,Pre-permit (Operational) / Re-inspection,40.76005964828,-73.91812063079,401,22,015500,4010535,4006580064,QN70,POINT (-73.918120630793 40.760059648283),closed
50103384,CHOCOLATE DIP,Manhattan,101,MACDOUGAL STREET,10012,4159904154,Bakery Products/Desserts,06/30/2023,Establishment re-closed by DOHMH.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,52,,,05/29/2026,Cycle Inspection / Reopening Inspection,40.72954788739,-74.00087675962,102,01,006500,1008732,1005420050,MN23,POINT (-74.000876759621 40.729547887394),re_closed
50105748,VEERAY DA DHABA,Manhattan,222,1 AVENUE,10009,2127771420,Indian,12/01/2021,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,28,,,05/29/2026,Pre-permit (Operational) / Initial Inspection,40.73086959216,-73.98289382653,103,02,003400,1006011,1004410003,MN22,POINT (-73.982893826526 40.730869592159),closed
40395122,GINO'S PIZZERIA,Manhattan,345,EAST   83 STREET,10028,2127175336,Pizza,01/23/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,57,,,05/29/2026,Cycle Inspection / Initial Inspection,40.77546320888,-73.95206257047,108,05,013800,1049930,1015460021,MN32,POINT (-73.952062570474 40.775463208878),closed
50119909,RAKU JAPANESE,Manhattan,57,WEST   76 STREET,10023,2128731220,Japanese,02/22/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,09C,"Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.",Not Critical,54,,,05/29/2026,Cycle Inspection / Initial Inspection,40.77961528615,-73.97598826174,107,06,016100,1028796,1011290002,MN12,POINT (-73.975988261741 40.779615286152),closed
50114980,787 COFFEE,Manhattan,159,2 AVENUE,10003,9174004212,Coffee/Tea,03/18/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,61,,,05/29/2026,Cycle Inspection / Re-inspection,40.72959380979,-73.98695323048,103,02,004000,1006795,1004650047,MN22,POINT (-73.986953230475 40.729593809786),closed
41381335,ISLAND ROTI SHOP,Queens,118-11,ROCKAWAY BOULEVARD,11420,7186592906,Caribbean,01/31/2024,Establishment re-closed by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,17,,,05/29/2026,Cycle Inspection / Reopening Inspection,40.67625123544,-73.81995048334,410,28,010200,4438883,4116620014,QN55,POINT (-73.819950483343 40.676251235436),re_closed
50078146,SERIE 69 BAR & RESTAURANT,Bronx,213,EAST  170 STREET,10456,7184508109,Latin American,04/04/2025,Establishment re-opened by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6,,,05/29/2026,Cycle Inspection / Reopening Inspection,40.83847070451,-73.9131014918,204,16,022500,2007990,2028320028,BX14,POINT (-73.913101491799 40.838470704505),re_opened
50062660,THAISM,Brooklyn,278,SMITH STREET,11231,7188340505,Thai,05/15/2025,Establishment re-closed by DOHMH.,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,33,,,05/29/2026,Cycle Inspection / Reopening Inspection,40.68241724861,-73.99339111041,306,39,007500,3006844,3004210042,BK33,POINT (-73.993391110412 40.682417248612),re_closed
50169771,MELT N DIP,Queens,33-04,DITMARS BOULEVARD,11105,3472423058,Bakery Products/Desserts,08/08/2025,Establishment re-opened by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,Z,08/08/2025,05/29/2026,Pre-permit (Operational) / Reopening Inspection,40.77527835941,-73.90951595025,401,22,011700,4017007,4008320053,QN72,POINT (-73.909515950248 40.775278359405),re_opened
50152176,MALA TOWN,Manhattan,929,AMSTERDAM AVENUE,10025,2125311140,Chinese,04/22/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,85,,,05/29/2026,Cycle Inspection / Initial Inspection,40.80011328796,-73.96593252225,107,07,018900,1055946,1018600064,MN12,POINT (-73.965932522247 40.800113287957),closed
50143759,SMART JUICE BAR AND GRILL,Queens,170-16A,HILLSIDE AVENUE,11432,9292188261,Bangladeshi,11/18/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,102,,,05/29/2026,Pre-permit (Operational) / Compliance Inspection,40.71115001728,-73.79175314291,412,27,046200,4210211,4098260052,QN61,POINT (-73.791753142911 40.711150017276),closed
40524888,SISTERS CUISINE,Manhattan,1931,MADISON AVENUE,10035,2124103000,Caribbean,02/20/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,05H,No approved written standard operating procedure for avoiding contamination by refillable returnable containers.,Critical,66,,,05/29/2026,Cycle Inspection / Compliance Inspection,40.80504365383,-73.94085067243,111,09,019800,1054006,1017490021,MN34,POINT (-73.940850672434 40.805043653834),closed
50116727,NEW TASTE OF CHINA,Queens,80-26,BAXTER AVENUE,11373,7185330883,Chinese,06/09/2023,Establishment re-opened by DOHMH.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,P,06/09/2023,05/29/2026,Cycle Inspection / Reopening Inspection,40.74467113891,-73.8845949949,404,25,026902,4037274,4015080001,QN29,POINT (-73.884594994899 40.744671138908),re_opened
50063690,HAPPY GARDEN,Bronx,1236,SPOFFORD AVENUE,10474,7186171818,Chinese,03/17/2023,Establishment re-opened by DOHMH.,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,4,P,03/17/2023,05/29/2026,Cycle Inspection / Reopening Inspection,40.81403047085,-73.88951753987,202,17,009300,2006612,2027650140,BX27,POINT (-73.889517539867 40.814030470854),re_opened
50106169,POP'S EAT-RITE,Manhattan,123,SAINT MARKS PLACE,10009,4154251579,Vegan,12/01/2021,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,48,N,,05/29/2026,Pre-permit (Operational) / Initial Inspection,40.72723848768,-73.98444256796,103,02,003200,1005882,1004360036,MN22,POINT (-73.984442567962 40.727238487683),closed
50109770,BURGER MAN,Manhattan,740,7 AVENUE,10019,3474715496,American,06/23/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04F,"Food preparation area, food storage area, or other area used by employees or patrons, contaminated by sewage or liquid waste.",Critical,128,,,05/29/2026,Cycle Inspection / Initial Inspection,40.76036219156,-73.98380670664,105,04,012500,1024778,1010200036,MN17,POINT (-73.983806706639 40.760362191557),closed
50152176,MALA TOWN,Manhattan,929,AMSTERDAM AVENUE,10025,2125311140,Chinese,04/22/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,85,,,05/29/2026,Cycle Inspection / Initial Inspection,40.80011328796,-73.96593252225,107,07,018900,1055946,1018600064,MN12,POINT (-73.965932522247 40.800113287957),closed
41163307,TAQUERIA SAN PEDRO,Manhattan,3662,BROADWAY,10031,2124912644,Mexican,04/18/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,56,,,05/29/2026,Cycle Inspection / Initial Inspection,40.83040284293,-73.94753480007,109,07,023700,1062176,1020830001,MN04,POINT (-73.947534800065 40.830402842925),closed
